gender,age,number_of_kids,day,online_hours
MALE,22,0,5,1.8333333333333333
MALE,22,0,6,2.816666666666667
MALE,22,0,7,3.9
MALE,22,0,8,1.1166666666666667
MALE,22,0,9,3.7166666666666663
MALE,22,0,10,7.666666666666666
MALE,22,0,11,5.666666666666667
MALE,22,0,13,2.9833333333333334
MALE,22,0,14,5.45
MALE,22,0,15,4.316666666666666
MALE,22,0,16,2.933333333333333
MALE,22,0,17,8.233333333333334
MALE,22,0,18,6.316666666666667
MALE,22,0,19,2.4499999999999997
MALE,22,0,20,5.65
MALE,22,0,21,1.1833333333333333
MALE,51,2,1,4.816666666666666
MALE,51,2,2,4.666666666666667
MALE,51,2,3,3.3166666666666664
MALE,51,2,4,7.883333333333334
MALE,51,2,5,6.633333333333334
MALE,51,2,6,5.633333333333334
MALE,51,2,7,6.15
MALE,51,2,8,3.5166666666666666
MALE,51,2,9,6.466666666666667
MALE,51,2,10,5.716666666666667
MALE,51,2,11,4.416666666666666
MALE,51,2,12,8.316666666666666
MALE,51,2,14,4.7
MALE,51,2,15,5.15
MALE,51,2,16,4.116666666666666
MALE,51,2,17,7.85
MALE,51,2,18,4.916666666666666
MALE,51,2,19,8.15
MALE,51,2,20,4.6
MALE,51,2,21,7.766666666666667
FEMALE,73,3,2,2.35
FEMALE,73,3,5,0.65
FEMALE,73,3,6,0.5333333333333333
FEMALE,73,3,7,1.1833333333333333
FEMALE,73,3,8,4.416666666666667
FEMALE,73,3,9,4.116666666666666
FEMALE,73,3,12,3.8833333333333333
FEMALE,73,3,13,4.783333333333333
FEMALE,73,3,14,4.566666666666666
FEMALE,73,3,15,4.05
FEMALE,73,3,16,4.083333333333333
FEMALE,73,3,19,4.2
FEMALE,73,3,20,4.166666666666667
FEMALE,73,3,21,3.3
FEMALE,29,2,1,1.9333333333333331
FEMALE,29,2,2,0.95
FEMALE,29,2,5,1.5333333333333334
FEMALE,29,2,6,4.283333333333333
FEMALE,29,2,7,4.466666666666667
FEMALE,29,2,8,4.166666666666667
FEMALE,29,2,9,4.25
FEMALE,29,2,12,1.8666666666666667
FEMALE,29,2,13,0.31666666666666665
FEMALE,29,2,14,5.35
FEMALE,29,2,16,4.9833333333333325
FEMALE,29,2,19,3.8000000000000003
FEMALE,29,2,20,0.41666666666666663
FEMALE,29,2,21,1.0166666666666666
MALE,29,0,1,7.966666666666666
MALE,29,0,2,8.866666666666667
MALE,29,0,3,5.199999999999999
MALE,29,0,4,9.183333333333332
MALE,29,0,5,5.85
MALE,29,0,6,6.033333333333333
MALE,29,0,7,10.983333333333333
MALE,29,0,8,6.283333333333333
MALE,29,0,9,6.95
MALE,29,0,10,9.549999999999999
MALE,29,0,11,5.716666666666667
MALE,29,0,12,7.15
MALE,29,0,13,9.75
MALE,29,0,14,9.266666666666667
MALE,29,0,15,7.033333333333333
MALE,29,0,16,8.366666666666667
MALE,29,0,17,8.750000000000002
MALE,29,0,19,8.883333333333335
MALE,29,0,20,6.083333333333334
MALE,29,0,21,6.483333333333333
FEMALE,34,0,1,1.3333333333333333
FEMALE,34,0,5,1.1666666666666665
FEMALE,34,0,6,1.9333333333333333
FEMALE,34,0,7,0.7833333333333333
FEMALE,34,0,8,4.016666666666667
FEMALE,34,0,9,2.566666666666667
FEMALE,34,0,12,3.066666666666667
FEMALE,34,0,13,4.666666666666667
FEMALE,34,0,14,2.216666666666667
FEMALE,34,0,15,2.1166666666666667
FEMALE,34,0,16,4.183333333333334
FEMALE,34,0,19,2.9333333333333336
FEMALE,34,0,20,2.65
FEMALE,34,0,21,3.4333333333333336
MALE,48,1,1,1.4166666666666665
MALE,48,1,2,2.3166666666666664
MALE,48,1,3,5.916666666666666
MALE,48,1,4,8.483333333333334
MALE,48,1,5,4.716666666666667
MALE,48,1,6,4.5
MALE,48,1,7,1.6666666666666665
MALE,48,1,8,5.2
MALE,48,1,9,2.066666666666667
MALE,48,1,10,5.283333333333334
MALE,48,1,12,4.25
MALE,48,1,13,1.0833333333333335
MALE,48,1,14,4.383333333333334
MALE,48,1,15,2.2333333333333334
MALE,48,1,16,2.916666666666667
MALE,48,1,17,7.300000000000001
MALE,48,1,18,6.066666666666666
MALE,48,1,19,3.8333333333333335
MALE,48,1,20,2.1333333333333333
MALE,48,1,21,5.45
MALE,38,3,1,4.566666666666666
MALE,38,3,2,2.3666666666666667
MALE,38,3,4,9.65
MALE,38,3,5,3.25
MALE,38,3,6,4.266666666666667
MALE,38,3,7,1.6166666666666667
MALE,38,3,8,4.883333333333333
MALE,38,3,9,3.4833333333333334
MALE,38,3,11,8.516666666666667
MALE,38,3,12,2.5166666666666666
MALE,38,3,14,2.65
MALE,38,3,15,3.8833333333333337
MALE,38,3,16,4.666666666666667
MALE,38,3,18,6.666666666666666
MALE,38,3,20,1.8833333333333333
MALE,38,3,21,0.8666666666666667
MALE,31,2,2,8.683333333333334
MALE,31,2,5,7.433333333333333
MALE,31,2,6,6.550000000000001
MALE,31,2,7,5.966666666666667
MALE,31,2,9,9.583333333333334
MALE,31,2,12,8.683333333333334
MALE,31,2,13,10.266666666666666
MALE,31,2,14,7.15
MALE,31,2,16,10.633333333333333
MALE,31,2,19,6.316666666666666
MALE,31,2,20,8.466666666666665
MALE,31,2,21,10.266666666666667
MALE,21,2,1,8.466666666666667
MALE,21,2,2,11.5
MALE,21,2,6,6.966666666666667
MALE,21,2,7,9.583333333333334
MALE,21,2,8,8.883333333333333
MALE,21,2,9,9.916666666666666
MALE,21,2,13,9.266666666666666
MALE,21,2,14,9.0
MALE,21,2,15,9.216666666666667
MALE,21,2,16,8.616666666666665
MALE,21,2,20,8.116666666666667
MALE,21,2,21,9.116666666666667
MALE,35,0,1,8.983333333333334
MALE,35,0,2,9.116666666666667
MALE,35,0,3,7.183333333333334
MALE,35,0,4,5.133333333333333
MALE,35,0,5,8.366666666666667
MALE,35,0,6,5.766666666666667
MALE,35,0,7,8.95
MALE,35,0,8,7.3
MALE,35,0,10,7.95
MALE,35,0,11,8.6
MALE,35,0,12,7.633333333333333
MALE,35,0,13,8.566666666666666
MALE,35,0,14,8.583333333333332
MALE,35,0,15,7.233333333333333
MALE,35,0,16,7.133333333333334
MALE,35,0,17,5.883333333333334
MALE,35,0,18,8.716666666666667
MALE,35,0,19,5.199999999999999
MALE,35,0,20,5.166666666666667
MALE,35,0,21,7.816666666666666
MALE,44,0,1,4.566666666666666
MALE,44,0,2,0.3833333333333333
MALE,44,0,5,4.366666666666667
MALE,44,0,6,3.8666666666666667
MALE,44,0,7,3.35
MALE,44,0,8,4.016666666666667
MALE,44,0,9,2.15
MALE,44,0,12,3.533333333333333
MALE,44,0,13,4.433333333333334
MALE,44,0,14,2.3166666666666664
MALE,44,0,15,2.5666666666666664
MALE,44,0,16,0.31666666666666665
MALE,44,0,19,2.2333333333333334
MALE,44,0,20,2.9
MALE,44,0,21,2.45
MALE,21,0,1,8.283333333333333
MALE,21,0,2,7.783333333333333
MALE,21,0,3,10.316666666666666
MALE,21,0,4,5.566666666666666
MALE,21,0,5,10.566666666666666
MALE,21,0,6,10.200000000000001
MALE,21,0,7,5.766666666666667
MALE,21,0,8,9.016666666666666
MALE,21,0,9,6.25
MALE,21,0,10,5.983333333333333
MALE,21,0,11,8.433333333333334
MALE,21,0,12,6.833333333333333
MALE,21,0,13,7.5
MALE,21,0,14,8.450000000000001
MALE,21,0,15,8.2
MALE,21,0,16,9.1
MALE,21,0,17,7.1000000000000005
MALE,21,0,18,6.133333333333334
MALE,21,0,19,7.866666666666667
MALE,21,0,20,10.2
MALE,21,0,21,5.433333333333333
MALE,30,0,1,1.6
MALE,30,0,2,2.0166666666666666
MALE,30,0,4,8.733333333333333
MALE,30,0,5,2.6
MALE,30,0,6,1.25
MALE,30,0,7,4.266666666666667
MALE,30,0,8,1.9666666666666668
MALE,30,0,9,3.9166666666666665
MALE,30,0,11,6.183333333333333
MALE,30,0,12,4.733333333333333
MALE,30,0,14,4.916666666666667
MALE,30,0,15,2.2333333333333334
MALE,30,0,16,2.216666666666667
MALE,30,0,18,10.383333333333335
MALE,30,0,19,2.8000000000000003
MALE,30,0,20,0.8999999999999999
MALE,30,0,21,3.5500000000000003
MALE,40,0,1,4.416666666666667
MALE,40,0,2,4.35
MALE,40,0,5,1.3333333333333333
MALE,40,0,6,0.9333333333333333
MALE,40,0,8,0.5833333333333334
MALE,40,0,9,3.9333333333333336
MALE,40,0,12,1.7999999999999998
MALE,40,0,13,2.9333333333333336
MALE,40,0,15,2.216666666666667
MALE,40,0,16,3.266666666666667
MALE,40,0,19,4.533333333333333
MALE,40,0,20,4.6499999999999995
MALE,24,0,1,6.133333333333334
MALE,24,0,2,6.183333333333333
MALE,24,0,3,8.55
MALE,24,0,4,6.983333333333333
MALE,24,0,5,6.500000000000001
MALE,24,0,6,6.633333333333333
MALE,24,0,7,9.7
MALE,24,0,8,9.583333333333334
MALE,24,0,9,6.25
MALE,24,0,10,8.6
MALE,24,0,11,6.716666666666667
MALE,24,0,12,6.183333333333334
MALE,24,0,13,6.8999999999999995
MALE,24,0,14,9.333333333333332
MALE,24,0,16,9.766666666666667
MALE,24,0,17,10.15
MALE,24,0,18,9.15
MALE,24,0,19,5.95
MALE,24,0,20,6.166666666666666
MALE,24,0,21,6.6
MALE,71,0,1,7.449999999999999
MALE,71,0,2,8.683333333333334
MALE,71,0,3,3.85
MALE,71,0,4,8.633333333333333
MALE,71,0,5,8.816666666666666
MALE,71,0,6,7.3999999999999995
MALE,71,0,7,5.966666666666667
MALE,71,0,8,4.433333333333334
MALE,71,0,10,7.216666666666667
MALE,71,0,11,4.966666666666667
MALE,71,0,12,7.55
MALE,71,0,13,6.716666666666667
MALE,71,0,14,6.566666666666667
MALE,71,0,15,6.383333333333334
MALE,71,0,16,4.433333333333334
MALE,71,0,17,6.8
MALE,71,0,18,4.633333333333334
MALE,71,0,19,5.55
MALE,71,0,20,6.416666666666667
MALE,71,0,21,6.25
MALE,34,4,1,8.633333333333333
MALE,34,4,2,6.6499999999999995
MALE,34,4,3,9.049999999999999
MALE,34,4,4,9.533333333333333
MALE,34,4,5,7.683333333333334
MALE,34,4,6,6.566666666666666
MALE,34,4,7,7.466666666666667
MALE,34,4,8,10.666666666666666
MALE,34,4,9,8.466666666666667
MALE,34,4,10,6.366666666666666
MALE,34,4,11,9.133333333333333
MALE,34,4,12,9.433333333333334
MALE,34,4,13,7.199999999999999
MALE,34,4,14,10.583333333333332
MALE,34,4,15,5.516666666666667
MALE,34,4,16,7.766666666666667
MALE,34,4,17,7.233333333333334
MALE,34,4,18,9.633333333333333
MALE,34,4,19,9.266666666666667
MALE,34,4,20,7.183333333333334
MALE,19,1,1,6.95
MALE,19,1,4,8.516666666666666
MALE,19,1,5,11.533333333333333
MALE,19,1,6,2.4166666666666665
MALE,19,1,7,8.7
MALE,19,1,8,9.216666666666667
MALE,19,1,9,11.25
MALE,19,1,10,10.616666666666667
MALE,19,1,11,8.333333333333334
MALE,19,1,12,10.333333333333334
MALE,19,1,13,10.866666666666667
MALE,19,1,14,10.616666666666667
MALE,19,1,15,10.216666666666667
MALE,19,1,16,2.5
MALE,19,1,17,8.383333333333333
MALE,19,1,18,10.116666666666667
MALE,19,1,19,9.133333333333333
MALE,19,1,20,11.466666666666667
MALE,19,1,21,8.266666666666666
MALE,49,4,1,2.3499999999999996
MALE,49,4,2,2.35
MALE,49,4,3,8.033333333333333
MALE,49,4,4,5.8
MALE,49,4,6,2.6166666666666667
MALE,49,4,7,0.2833333333333333
MALE,49,4,8,4.266666666666667
MALE,49,4,9,1.0
MALE,49,4,10,10.633333333333333
MALE,49,4,11,6.7666666666666675
MALE,49,4,12,3.1333333333333333
MALE,49,4,13,1.9833333333333334
MALE,49,4,14,4.45
MALE,49,4,15,2.5166666666666666
MALE,49,4,16,3.4
MALE,49,4,17,7.166666666666667
MALE,49,4,18,7.633333333333333
MALE,49,4,19,4.416666666666667
MALE,49,4,20,5.433333333333333
MALE,49,4,21,5.033333333333333
MALE,50,3,1,1.6333333333333333
MALE,50,3,2,3.4000000000000004
MALE,50,3,5,0.45
MALE,50,3,6,4.4
MALE,50,3,7,1.8833333333333333
MALE,50,3,8,0.39999999999999997
MALE,50,3,9,0.4833333333333334
MALE,50,3,12,3.45
MALE,50,3,13,3.3666666666666667
MALE,50,3,14,2.0833333333333335
MALE,50,3,15,3.2
MALE,50,3,16,2.0166666666666666
MALE,50,3,19,0.6333333333333333
MALE,50,3,20,1.1333333333333333
MALE,50,3,21,4.083333333333333
FEMALE,45,0,1,3.4166666666666665
FEMALE,45,0,2,2.0833333333333335
FEMALE,45,0,5,1.4333333333333333
FEMALE,45,0,6,0.9166666666666667
FEMALE,45,0,7,0.9333333333333333
FEMALE,45,0,8,2.6500000000000004
FEMALE,45,0,9,3.033333333333333
FEMALE,45,0,12,2.0166666666666666
FEMALE,45,0,14,4.7
FEMALE,45,0,15,4.1
FEMALE,45,0,16,3.8833333333333333
FEMALE,45,0,19,1.7166666666666668
FEMALE,45,0,20,2.8833333333333333
FEMALE,45,3,1,1.8166666666666669
FEMALE,45,3,2,4.966666666666666
FEMALE,45,3,5,4.65
FEMALE,45,3,6,1.4666666666666666
FEMALE,45,3,7,0.6333333333333333
FEMALE,45,3,8,0.5666666666666667
FEMALE,45,3,9,1.2833333333333334
FEMALE,45,3,12,2.3833333333333333
FEMALE,45,3,13,2.3
FEMALE,45,3,14,2.533333333333333
FEMALE,45,3,15,2.3666666666666667
FEMALE,45,3,16,3.6999999999999997
FEMALE,45,3,19,1.4333333333333333
FEMALE,45,3,20,3.5166666666666666
FEMALE,45,3,21,1.5833333333333333
MALE,51,0,1,3.85
MALE,51,0,2,1.0833333333333335
MALE,51,0,3,6.833333333333334
MALE,51,0,5,1.0333333333333332
MALE,51,0,7,2.95
MALE,51,0,8,4.05
MALE,51,0,9,0.5166666666666667
MALE,51,0,12,2.4166666666666665
MALE,51,0,13,3.6166666666666667
MALE,51,0,14,4.316666666666666
MALE,51,0,15,1.3
MALE,51,0,16,0.35
MALE,51,0,17,8.299999999999999
MALE,51,0,19,1.4333333333333333
MALE,51,0,20,4.866666666666667
MALE,51,0,21,4.883333333333334
MALE,30,2,1,11.383333333333333
MALE,30,2,2,8.2
MALE,30,2,3,6.833333333333333
MALE,30,2,4,6.816666666666666
MALE,30,2,5,9.766666666666667
MALE,30,2,7,9.05
MALE,30,2,8,7.133333333333334
MALE,30,2,9,8.666666666666666
MALE,30,2,10,11.166666666666668
MALE,30,2,11,11.45
MALE,30,2,12,6.766666666666667
MALE,30,2,13,10.05
MALE,30,2,14,10.166666666666666
MALE,30,2,15,6.333333333333333
MALE,30,2,16,10.383333333333333
MALE,30,2,17,10.4
MALE,30,2,18,6.733333333333333
MALE,30,2,19,9.366666666666667
MALE,30,2,20,10.516666666666666
MALE,30,2,21,10.6
MALE,46,3,1,7.75
MALE,46,3,2,8.266666666666666
MALE,46,3,3,7.116666666666667
MALE,46,3,4,10.549999999999999
MALE,46,3,5,6.1000000000000005
MALE,46,3,7,8.066666666666666
MALE,46,3,8,9.483333333333333
MALE,46,3,9,5.433333333333334
MALE,46,3,10,6.616666666666667
MALE,46,3,11,10.5
MALE,46,3,12,7.050000000000001
MALE,46,3,13,8.450000000000001
MALE,46,3,14,10.299999999999999
MALE,46,3,15,6.0
MALE,46,3,16,6.433333333333334
MALE,46,3,17,6.716666666666667
MALE,46,3,18,8.633333333333333
MALE,46,3,19,7.6
MALE,46,3,20,7.633333333333334
MALE,46,3,21,9.816666666666668
MALE,27,2,1,9.633333333333333
MALE,27,2,2,9.433333333333334
MALE,27,2,3,10.95
MALE,27,2,4,10.799999999999999
MALE,27,2,5,8.200000000000001
MALE,27,2,6,8.916666666666666
MALE,27,2,7,8.416666666666668
MALE,27,2,8,8.066666666666666
MALE,27,2,9,11.833333333333332
MALE,27,2,11,8.95
MALE,27,2,12,8.316666666666666
MALE,27,2,13,7.366666666666666
MALE,27,2,14,7.533333333333333
MALE,27,2,15,7.966666666666667
MALE,27,2,16,10.183333333333334
MALE,27,2,17,10.766666666666667
MALE,27,2,18,7.733333333333334
MALE,27,2,19,11.366666666666667
MALE,27,2,20,7.983333333333333
MALE,27,2,21,10.433333333333334
FEMALE,33,0,1,1.5666666666666667
FEMALE,33,0,2,2.35
FEMALE,33,0,5,1.9166666666666665
FEMALE,33,0,6,1.1500000000000001
FEMALE,33,0,7,3.8333333333333335
FEMALE,33,0,8,1.8333333333333335
FEMALE,33,0,9,0.5
FEMALE,33,0,12,2.45
FEMALE,33,0,13,1.7000000000000002
FEMALE,33,0,14,0.26666666666666666
FEMALE,33,0,15,4.283333333333333
FEMALE,33,0,16,3.9833333333333334
FEMALE,33,0,19,2.6333333333333333
FEMALE,33,0,20,4.266666666666667
FEMALE,33,0,21,4.183333333333334
FEMALE,43,1,1,4.8
FEMALE,43,1,2,3.0500000000000003
FEMALE,43,1,5,1.3666666666666667
FEMALE,43,1,6,3.4666666666666663
FEMALE,43,1,7,1.2166666666666668
FEMALE,43,1,8,0.9833333333333334
FEMALE,43,1,9,1.4666666666666668
FEMALE,43,1,12,2.483333333333333
FEMALE,43,1,13,2.85
FEMALE,43,1,14,2.6999999999999997
FEMALE,43,1,15,0.16666666666666666
FEMALE,43,1,16,4.683333333333334
FEMALE,43,1,19,5.199999999999999
FEMALE,43,1,20,1.8333333333333335
FEMALE,43,1,21,1.55
FEMALE,33,0,1,3.433333333333333
FEMALE,33,0,2,2.283333333333333
FEMALE,33,0,3,3.416666666666667
FEMALE,33,0,4,4.233333333333333
FEMALE,33,0,5,2.6833333333333336
FEMALE,33,0,6,2.6333333333333333
FEMALE,33,0,8,3.3
FEMALE,33,0,9,2.9166666666666665
FEMALE,33,0,10,1.2166666666666668
FEMALE,33,0,11,0.4666666666666667
FEMALE,33,0,13,2.4
FEMALE,33,0,14,2.683333333333333
FEMALE,33,0,15,3.9499999999999997
FEMALE,33,0,16,3.6833333333333336
FEMALE,33,0,17,2.6666666666666665
FEMALE,33,0,18,2.1333333333333333
FEMALE,33,0,19,2.5
FEMALE,33,0,20,2.6666666666666665
FEMALE,33,0,21,3.333333333333333
MALE,42,2,1,4.683333333333334
MALE,42,2,2,0.2
MALE,42,2,5,1.0833333333333333
MALE,42,2,6,2.45
MALE,42,2,7,4.266666666666667
MALE,42,2,8,1.3333333333333333
MALE,42,2,9,4.6
MALE,42,2,12,3.7666666666666666
MALE,42,2,13,4.616666666666666
MALE,42,2,14,3.833333333333333
MALE,42,2,15,0.5833333333333333
MALE,42,2,16,3.666666666666667
MALE,42,2,19,3.1833333333333336
MALE,42,2,20,2.0166666666666666
MALE,42,2,21,4.416666666666667
MALE,48,0,1,1.1333333333333333
MALE,48,0,2,0.9333333333333333
MALE,48,0,4,4.483333333333333
MALE,48,0,5,2.166666666666667
MALE,48,0,6,0.7166666666666667
MALE,48,0,7,4.25
MALE,48,0,8,1.2666666666666666
MALE,48,0,9,4.233333333333333
MALE,48,0,11,4.133333333333333
MALE,48,0,12,4.016666666666667
MALE,48,0,13,0.7333333333333333
MALE,48,0,14,1.0333333333333332
MALE,48,0,15,1.3833333333333333
MALE,48,0,18,7.733333333333333
MALE,48,0,19,4.166666666666666
MALE,48,0,20,2.0833333333333335
MALE,48,0,21,2.9166666666666665
FEMALE,35,2,1,3.966666666666667
FEMALE,35,2,2,4.883333333333333
FEMALE,35,2,3,1.3666666666666667
FEMALE,35,2,4,2.2666666666666666
FEMALE,35,2,5,2.8
FEMALE,35,2,6,5.366666666666667
FEMALE,35,2,7,0.9166666666666666
FEMALE,35,2,8,4.966666666666666
FEMALE,35,2,9,2.65
FEMALE,35,2,10,4.533333333333333
FEMALE,35,2,11,4.266666666666667
FEMALE,35,2,12,4.016666666666667
FEMALE,35,2,14,3.0333333333333337
FEMALE,35,2,15,1.6
FEMALE,35,2,16,2.5666666666666664
FEMALE,35,2,17,0.33333333333333337
FEMALE,35,2,18,2.8666666666666667
FEMALE,35,2,19,4.216666666666667
FEMALE,35,2,20,3.833333333333333
FEMALE,35,2,21,5.183333333333334
MALE,19,4,1,11.25
MALE,19,4,2,8.583333333333334
MALE,19,4,3,7.916666666666667
MALE,19,4,6,11.616666666666667
MALE,19,4,7,7.8999999999999995
MALE,19,4,8,9.566666666666666
MALE,19,4,9,9.899999999999999
MALE,19,4,10,8.533333333333333
MALE,19,4,11,9.0
MALE,19,4,12,9.116666666666667
MALE,19,4,13,7.1
MALE,19,4,14,11.133333333333333
MALE,19,4,15,7.116666666666667
MALE,19,4,16,8.55
MALE,19,4,17,9.416666666666668
MALE,19,4,18,9.95
MALE,19,4,19,10.733333333333333
MALE,19,4,20,7.316666666666667
MALE,19,4,21,8.933333333333334
MALE,43,2,1,5.583333333333334
MALE,43,2,5,5.1000000000000005
MALE,43,2,6,3.1999999999999997
MALE,43,2,7,2.6666666666666665
MALE,43,2,8,4.766666666666667
MALE,43,2,12,4.949999999999999
MALE,43,2,13,4.75
MALE,43,2,14,4.866666666666667
MALE,43,2,15,3.966666666666667
MALE,43,2,19,4.5
MALE,43,2,20,0.5666666666666667
MALE,43,2,21,2.2666666666666666
MALE,33,0,1,0.48333333333333334
MALE,33,0,2,1.7833333333333332
MALE,33,0,3,6.783333333333333
MALE,33,0,5,1.1333333333333333
MALE,33,0,6,1.05
MALE,33,0,7,3.6833333333333336
MALE,33,0,8,3.8000000000000003
MALE,33,0,9,1.2
MALE,33,0,10,8.216666666666667
MALE,33,0,12,4.383333333333334
MALE,33,0,13,2.35
MALE,33,0,14,3.666666666666667
MALE,33,0,15,3.466666666666667
MALE,33,0,16,4.166666666666667
MALE,33,0,17,7.716666666666667
MALE,33,0,19,1.9333333333333336
MALE,33,0,20,1.15
MALE,33,0,21,3.566666666666667
FEMALE,39,4,1,7.883333333333333
FEMALE,39,4,2,8.833333333333332
FEMALE,39,4,3,8.266666666666667
FEMALE,39,4,4,8.05
FEMALE,39,4,5,6.916666666666666
FEMALE,39,4,6,7.2
FEMALE,39,4,7,8.816666666666666
FEMALE,39,4,9,8.9
FEMALE,39,4,10,8.633333333333333
FEMALE,39,4,11,8.216666666666667
FEMALE,39,4,12,7.983333333333333
FEMALE,39,4,13,5.183333333333333
FEMALE,39,4,14,8.533333333333333
FEMALE,39,4,15,8.133333333333335
FEMALE,39,4,16,7.000000000000001
FEMALE,39,4,17,7.8999999999999995
FEMALE,39,4,18,7.166666666666667
FEMALE,39,4,19,7.983333333333333
FEMALE,39,4,20,5.566666666666666
FEMALE,39,4,21,6.866666666666666
MALE,26,3,1,11.283333333333333
MALE,26,3,2,9.433333333333332
MALE,26,3,3,10.266666666666667
MALE,26,3,4,7.783333333333333
MALE,26,3,5,7.933333333333333
MALE,26,3,6,10.983333333333334
MALE,26,3,7,8.749999999999998
MALE,26,3,9,6.533333333333333
MALE,26,3,10,6.7333333333333325
MALE,26,3,11,7.733333333333333
MALE,26,3,12,6.6
MALE,26,3,13,10.616666666666667
MALE,26,3,14,10.316666666666666
MALE,26,3,15,10.1
MALE,26,3,16,6.983333333333333
MALE,26,3,17,7.383333333333333
MALE,26,3,18,10.433333333333334
MALE,26,3,19,10.15
MALE,26,3,20,9.933333333333334
MALE,26,3,21,8.916666666666668
MALE,21,0,1,1.2666666666666666
MALE,21,0,2,2.4499999999999997
MALE,21,0,4,8.883333333333333
MALE,21,0,5,4.133333333333333
MALE,21,0,6,4.05
MALE,21,0,7,2.3
MALE,21,0,8,4.133333333333333
MALE,21,0,9,0.6666666666666666
MALE,21,0,12,3.666666666666667
MALE,21,0,13,2.716666666666667
MALE,21,0,14,3.416666666666667
MALE,21,0,15,0.9333333333333333
MALE,21,0,16,4.333333333333333
MALE,21,0,18,5.733333333333333
MALE,21,0,19,2.3666666666666667
MALE,21,0,20,0.7166666666666667
MALE,21,0,21,3.1
MALE,63,3,1,7.0
MALE,63,3,2,5.65
MALE,63,3,4,5.016666666666667
MALE,63,3,5,6.266666666666667
MALE,63,3,6,5.7
MALE,63,3,7,6.6000000000000005
MALE,63,3,8,8.3
MALE,63,3,9,4.966666666666666
MALE,63,3,10,4.85
MALE,63,3,11,6.7
MALE,63,3,12,5.183333333333334
MALE,63,3,13,6.3
MALE,63,3,14,6.633333333333334
MALE,63,3,15,6.55
MALE,63,3,16,6.716666666666667
MALE,63,3,17,7.166666666666667
MALE,63,3,18,6.9
MALE,63,3,19,7.816666666666666
MALE,63,3,21,4.883333333333333
MALE,38,2,1,8.683333333333334
MALE,38,2,2,6.55
MALE,38,2,5,6.733333333333333
MALE,38,2,7,6.5
MALE,38,2,8,8.866666666666667
MALE,38,2,9,7.6499999999999995
MALE,38,2,12,10.683333333333334
MALE,38,2,14,5.966666666666666
MALE,38,2,15,7.300000000000001
MALE,38,2,16,9.25
MALE,38,2,19,9.05
MALE,38,2,21,9.95
FEMALE,19,4,1,4.6
FEMALE,19,4,2,5.2
FEMALE,19,4,3,1.8666666666666667
FEMALE,19,4,4,0.5833333333333333
FEMALE,19,4,5,3.6500000000000004
FEMALE,19,4,6,4.8999999999999995
FEMALE,19,4,7,0.9833333333333334
FEMALE,19,4,8,1.4333333333333336
FEMALE,19,4,9,2.6166666666666663
FEMALE,19,4,10,5.583333333333334
FEMALE,19,4,11,0.16666666666666669
FEMALE,19,4,12,2.6666666666666665
FEMALE,19,4,13,2.5666666666666664
FEMALE,19,4,14,4.55
FEMALE,19,4,15,2.783333333333333
FEMALE,19,4,16,1.6
FEMALE,19,4,17,1.35
FEMALE,19,4,18,2.533333333333333
FEMALE,19,4,19,4.266666666666667
FEMALE,19,4,20,4.066666666666666
FEMALE,19,4,21,2.1666666666666665
MALE,30,1,1,8.966666666666667
MALE,30,1,2,9.166666666666668
MALE,30,1,3,9.0
MALE,30,1,4,9.566666666666666
MALE,30,1,5,11.616666666666667
MALE,30,1,6,2.0
MALE,30,1,8,8.616666666666667
MALE,30,1,9,8.366666666666667
MALE,30,1,10,10.35
MALE,30,1,11,10.066666666666666
MALE,30,1,12,7.466666666666666
MALE,30,1,13,8.45
MALE,30,1,14,9.833333333333332
MALE,30,1,15,9.166666666666668
MALE,30,1,16,8.233333333333334
MALE,30,1,17,7.75
MALE,30,1,18,7.5
MALE,30,1,19,8.866666666666667
MALE,30,1,20,8.183333333333334
MALE,30,1,21,7.833333333333334
FEMALE,28,4,1,2.966666666666667
FEMALE,28,4,2,1.9333333333333331
FEMALE,28,4,5,1.0333333333333334
FEMALE,28,4,6,3.4333333333333336
FEMALE,28,4,7,2.0166666666666666
FEMALE,28,4,8,3.1
FEMALE,28,4,12,4.533333333333333
FEMALE,28,4,13,1.8833333333333333
FEMALE,28,4,14,3.8166666666666664
FEMALE,28,4,15,1.8833333333333333
FEMALE,28,4,16,4.1
FEMALE,28,4,19,3.0833333333333335
FEMALE,28,4,20,3.6
FEMALE,28,4,21,1.2333333333333334
MALE,27,0,1,5.633333333333333
MALE,27,0,2,9.233333333333333
MALE,27,0,3,7.716666666666667
MALE,27,0,4,10.5
MALE,27,0,5,7.45
MALE,27,0,6,9.95
MALE,27,0,7,9.416666666666668
MALE,27,0,8,8.833333333333334
MALE,27,0,9,7.3999999999999995
MALE,27,0,10,8.7
MALE,27,0,11,9.416666666666666
MALE,27,0,12,8.466666666666667
MALE,27,0,13,8.616666666666667
MALE,27,0,14,6.083333333333333
MALE,27,0,15,10.016666666666666
MALE,27,0,17,9.3
MALE,27,0,18,9.566666666666666
MALE,27,0,19,6.500000000000001
MALE,27,0,20,6.15
MALE,27,0,21,10.333333333333334
MALE,61,1,1,1.4833333333333334
MALE,61,1,2,1.5666666666666667
MALE,61,1,5,2.9833333333333334
MALE,61,1,6,2.4833333333333334
MALE,61,1,7,4.666666666666667
MALE,61,1,8,2.2333333333333334
